year,month,place,state,rainfall_mm,elevation_m,slope_deg,soil_type,landslide
2020,1,Mussoorie,Uttarakhand,68.43,1989.85,29.29,loam,0
2020,2,Mussoorie,Uttarakhand,138.25,1980.61,30.51,loam,0
2020,3,Mussoorie,Uttarakhand,180.0,1992.26,27.28,loam,0
2020,4,Mussoorie,Uttarakhand,91.91,1985.66,30.84,loam,0
2020,5,Mussoorie,Uttarakhand,39.29,2001.94,33.19,loam,1
2020,6,Mussoorie,Uttarakhand,360.89,2005.62,27.29,loam,0
2020,7,Mussoorie,Uttarakhand,513.36,1991.7,29.97,loam,1
2020,8,Mussoorie,Uttarakhand,482.05,1974.07,32.53,loam,0
2020,9,Mussoorie,Uttarakhand,281.46,2007.73,33.27,loam,0
2020,10,Mussoorie,Uttarakhand,20.0,1974.95,32.37,loam,0
2020,11,Mussoorie,Uttarakhand,75.98,2033.39,31.93,loam,0
2020,12,Mussoorie,Uttarakhand,61.41,1987.87,28.12,loam,0
2021,1,Mussoorie,Uttarakhand,156.79,1990.01,29.47,loam,0
2021,2,Mussoorie,Uttarakhand,20.0,1990.56,28.47,loam,1
2021,3,Mussoorie,Uttarakhand,122.17,1980.11,34.24,loam,0
2021,4,Mussoorie,Uttarakhand,131.98,1933.98,26.5,loam,0
2021,5,Mussoorie,Uttarakhand,110.35,2015.92,27.57,loam,1
2021,6,Mussoorie,Uttarakhand,305.53,1999.29,27.8,loam,0
2021,7,Mussoorie,Uttarakhand,353.23,1970.05,27.72,loam,1
2021,8,Mussoorie,Uttarakhand,498.75,1977.67,28.9,loam,0
2021,9,Mussoorie,Uttarakhand,236.38,1969.39,26.32,loam,0
2021,10,Mussoorie,Uttarakhand,106.53,2022.07,30.55,loam,0
2021,11,Mussoorie,Uttarakhand,136.76,2021.72,29.07,loam,0
2021,12,Mussoorie,Uttarakhand,46.74,2025.91,28.61,loam,0
2022,1,Mussoorie,Uttarakhand,79.55,1984.08,33.63,loam,1
2022,2,Mussoorie,Uttarakhand,86.74,2027.83,28.81,loam,0
2022,3,Mussoorie,Uttarakhand,38.13,2001.99,33.3,loam,0
2022,4,Mussoorie,Uttarakhand,127.61,1984.65,30.14,loam,0
2022,5,Mussoorie,Uttarakhand,58.91,2005.75,31.33,loam,0
2022,6,Mussoorie,Uttarakhand,301.24,2018.58,28.56,loam,0
2022,7,Mussoorie,Uttarakhand,476.52,2006.47,30.61,loam,1
2022,8,Mussoorie,Uttarakhand,460.95,2009.2,28.52,loam,0
2022,9,Mussoorie,Uttarakhand,267.58,1997.64,30.24,loam,0
2022,10,Mussoorie,Uttarakhand,97.94,1950.92,32.59,loam,0
2022,11,Mussoorie,Uttarakhand,103.7,2026.1,30.75,loam,0
2022,12,Mussoorie,Uttarakhand,127.79,1969.01,32.01,loam,0
2023,1,Mussoorie,Uttarakhand,112.29,2005.23,28.86,loam,0
2023,2,Mussoorie,Uttarakhand,119.71,2029.41,25.01,loam,0
2023,3,Mussoorie,Uttarakhand,145.88,1993.31,32.97,loam,0
2023,4,Mussoorie,Uttarakhand,34.67,2009.17,33.1,loam,0
2023,5,Mussoorie,Uttarakhand,108.06,1989.91,31.49,loam,0
2023,6,Mussoorie,Uttarakhand,246.52,1997.36,30.52,loam,0
2023,7,Mussoorie,Uttarakhand,495.67,2046.2,32.57,loam,0
2023,8,Mussoorie,Uttarakhand,456.51,2049.95,32.54,loam,1
2023,9,Mussoorie,Uttarakhand,329.99,1970.28,30.33,loam,0
2023,10,Mussoorie,Uttarakhand,87.04,1974.82,34.17,loam,0
2023,11,Mussoorie,Uttarakhand,154.04,1980.04,32.06,loam,1
2023,12,Mussoorie,Uttarakhand,78.06,1976.05,31.75,loam,0
2024,1,Mussoorie,Uttarakhand,133.8,2018.65,27.12,loam,0
2024,2,Mussoorie,Uttarakhand,82.51,2008.43,35.84,loam,0
2024,3,Mussoorie,Uttarakhand,59.05,1991.61,28.05,loam,0
2024,4,Mussoorie,Uttarakhand,42.52,2005.77,29.92,loam,0
2024,5,Mussoorie,Uttarakhand,34.34,2012.92,35.47,loam,1
2024,6,Mussoorie,Uttarakhand,272.66,1960.89,25.6,loam,0
2024,7,Mussoorie,Uttarakhand,371.02,2018.83,25.75,loam,1
2024,8,Mussoorie,Uttarakhand,514.9,2053.44,26.92,loam,0
2024,9,Mussoorie,Uttarakhand,323.75,2014.52,22.82,loam,1
2024,10,Mussoorie,Uttarakhand,83.82,2001.59,27.94,loam,1
2024,11,Mussoorie,Uttarakhand,127.71,1991.9,22.41,loam,1
2024,12,Mussoorie,Uttarakhand,153.48,2026.37,29.65,loam,0
2025,1,Mussoorie,Uttarakhand,118.53,2003.2,30.91,loam,0
2025,2,Mussoorie,Uttarakhand,20.0,1987.45,26.54,loam,0
2025,3,Mussoorie,Uttarakhand,156.77,2009.06,27.47,loam,0
2025,4,Mussoorie,Uttarakhand,142.1,2014.69,24.97,loam,0
2025,5,Mussoorie,Uttarakhand,88.87,1978.42,35.12,loam,1
2025,6,Mussoorie,Uttarakhand,277.64,1986.29,28.33,loam,0
2025,7,Mussoorie,Uttarakhand,438.28,1984.72,28.28,loam,0
2025,8,Mussoorie,Uttarakhand,465.38,1996.56,24.58,loam,0
2025,9,Mussoorie,Uttarakhand,325.97,2028.09,31.03,loam,0
2025,10,Mussoorie,Uttarakhand,179.69,1958.48,31.57,loam,0
2025,11,Mussoorie,Uttarakhand,236.29,1998.7,29.84,loam,0
2025,12,Mussoorie,Uttarakhand,102.21,1989.84,28.66,loam,1
2015,1,Thiruvananthapuram,Kerala,133.43,59.71,4.92,sandy,0
2015,2,Thiruvananthapuram,Kerala,221.25,74.4,7.2,sandy,0
2015,3,Thiruvananthapuram,Kerala,98.35,15.39,10.96,sandy,0
2015,4,Thiruvananthapuram,Kerala,94.21,44.22,7.9,sandy,0
2015,5,Thiruvananthapuram,Kerala,121.11,57.33,9.45,sandy,0
2015,6,Thiruvananthapuram,Kerala,342.91,55.1,9.69,sandy,0
2015,7,Thiruvananthapuram,Kerala,465.0,12.77,7.26,sandy,0
2015,8,Thiruvananthapuram,Kerala,168.68,87.16,4.66,sandy,0
2015,9,Thiruvananthapuram,Kerala,59.39,66.95,4.15,sandy,1
2015,10,Thiruvananthapuram,Kerala,257.95,61.21,4.04,sandy,0
2015,11,Thiruvananthapuram,Kerala,242.38,55.94,8.31,sandy,0
2015,12,Thiruvananthapuram,Kerala,114.91,58.81,12.38,sandy,0
2016,1,Thiruvananthapuram,Kerala,195.09,81.74,4.26,sandy,1
2016,2,Thiruvananthapuram,Kerala,117.08,63.93,4.73,sandy,0
2016,3,Thiruvananthapuram,Kerala,163.16,13.49,8.56,sandy,1
2016,4,Thiruvananthapuram,Kerala,164.75,88.07,7.4,sandy,1
2016,5,Thiruvananthapuram,Kerala,39.24,23.11,9.01,sandy,0
2016,6,Thiruvananthapuram,Kerala,466.82,8.92,4.08,sandy,0
2016,7,Thiruvananthapuram,Kerala,388.95,53.71,7.09,sandy,1
2016,8,Thiruvananthapuram,Kerala,129.51,50.7,16.29,sandy,0
2016,9,Thiruvananthapuram,Kerala,82.63,42.45,12.76,sandy,0
2016,10,Thiruvananthapuram,Kerala,279.29,53.29,8.45,sandy,1
2016,11,Thiruvananthapuram,Kerala,168.55,11.31,8.61,sandy,0
2016,12,Thiruvananthapuram,Kerala,226.28,43.29,9.07,sandy,0
2017,1,Thiruvananthapuram,Kerala,141.07,59.38,7.65,sandy,0
2017,2,Thiruvananthapuram,Kerala,134.8,81.43,3.38,sandy,0
2017,3,Thiruvananthapuram,Kerala,153.6,74.41,1.78,sandy,0
2017,4,Thiruvananthapuram,Kerala,184.0,37.25,10.27,sandy,0
2017,5,Thiruvananthapuram,Kerala,151.02,50.05,4.73,sandy,0
2017,6,Thiruvananthapuram,Kerala,428.99,72.76,6.73,sandy,0
2017,7,Thiruvananthapuram,Kerala,362.09,34.98,9.57,sandy,0
2017,8,Thiruvananthapuram,Kerala,100.83,74.58,5.67,sandy,0
2017,9,Thiruvananthapuram,Kerala,274.09,76.37,11.07,sandy,0
2017,10,Thiruvananthapuram,Kerala,382.22,21.45,4.5,sandy,0
2017,11,Thiruvananthapuram,Kerala,283.05,44.03,8.81,sandy,0
2017,12,Thiruvananthapuram,Kerala,149.03,46.3,6.55,sandy,1
2018,1,Thiruvananthapuram,Kerala,109.18,35.77,9.78,sandy,1
2018,2,Thiruvananthapuram,Kerala,124.6,88.9,8.74,sandy,1
2018,3,Thiruvananthapuram,Kerala,174.1,63.27,4.78,sandy,0
2018,4,Thiruvananthapuram,Kerala,145.91,39.91,10.47,sandy,0
2018,5,Thiruvananthapuram,Kerala,152.57,57.97,7.94,sandy,1
2018,6,Thiruvananthapuram,Kerala,393.07,60.76,10.98,sandy,0
2018,7,Thiruvananthapuram,Kerala,472.0,20.02,9.34,sandy,1
2018,8,Thiruvananthapuram,Kerala,82.02,28.82,6.65,sandy,0
2018,9,Thiruvananthapuram,Kerala,201.48,40.92,7.35,sandy,0
2018,10,Thiruvananthapuram,Kerala,269.78,32.3,5.54,sandy,0
2018,11,Thiruvananthapuram,Kerala,265.71,73.37,9.11,sandy,0
2018,12,Thiruvananthapuram,Kerala,145.2,77.51,12.74,sandy,0
2019,1,Thiruvananthapuram,Kerala,156.83,74.2,5.85,sandy,0
2019,2,Thiruvananthapuram,Kerala,129.86,70.34,10.17,sandy,1
2019,3,Thiruvananthapuram,Kerala,81.95,55.67,2.84,sandy,1
2019,4,Thiruvananthapuram,Kerala,20.0,70.81,8.49,sandy,0
2019,5,Thiruvananthapuram,Kerala,101.39,28.85,9.97,sandy,0
2019,6,Thiruvananthapuram,Kerala,499.68,58.93,4.17,sandy,0
2019,7,Thiruvananthapuram,Kerala,427.93,95.04,14.07,sandy,1
2019,8,Thiruvananthapuram,Kerala,20.0,-1.09,11.53,sandy,0
2019,9,Thiruvananthapuram,Kerala,195.79,55.69,5.33,sandy,0
2019,10,Thiruvananthapuram,Kerala,269.08,55.78,12.13,sandy,0
2019,11,Thiruvananthapuram,Kerala,243.74,30.39,10.07,sandy,0
2019,12,Thiruvananthapuram,Kerala,139.45,92.99,13.33,sandy,0
2020,1,Thiruvananthapuram,Kerala,185.69,87.88,6.37,sandy,0
2020,2,Thiruvananthapuram,Kerala,95.41,20.68,7.06,sandy,0
2020,3,Thiruvananthapuram,Kerala,90.32,20.18,6.82,sandy,0
2020,4,Thiruvananthapuram,Kerala,42.91,69.33,5.38,sandy,0
2020,5,Thiruvananthapuram,Kerala,136.01,66.55,3.5,sandy,0
2020,6,Thiruvananthapuram,Kerala,558.5,75.04,6.63,sandy,1
2020,7,Thiruvananthapuram,Kerala,547.69,35.07,8.33,sandy,1
2020,8,Thiruvananthapuram,Kerala,103.2,69.54,10.52,sandy,0
2020,9,Thiruvananthapuram,Kerala,94.51,17.11,6.6,sandy,0
2020,10,Thiruvananthapuram,Kerala,322.78,63.1,5.19,sandy,0
2020,11,Thiruvananthapuram,Kerala,230.25,84.03,8.19,sandy,1
2020,12,Thiruvananthapuram,Kerala,238.13,49.08,4.61,sandy,0
2021,1,Thiruvananthapuram,Kerala,161.08,36.47,2.07,sandy,0
2021,2,Thiruvananthapuram,Kerala,159.69,25.3,4.9,sandy,1
2021,3,Thiruvananthapuram,Kerala,138.23,44.58,7.22,sandy,0
2021,4,Thiruvananthapuram,Kerala,147.36,64.15,8.79,sandy,0
2021,5,Thiruvananthapuram,Kerala,90.56,22.6,4.69,sandy,0
2021,6,Thiruvananthapuram,Kerala,326.65,45.32,10.24,sandy,0
2021,7,Thiruvananthapuram,Kerala,473.63,94.54,3.91,sandy,0
2021,8,Thiruvananthapuram,Kerala,110.1,44.69,5.88,sandy,0
2021,9,Thiruvananthapuram,Kerala,190.09,61.48,10.75,sandy,0
2021,10,Thiruvananthapuram,Kerala,226.96,38.88,4.3,sandy,0
2021,11,Thiruvananthapuram,Kerala,296.75,89.17,9.8,sandy,0
2021,12,Thiruvananthapuram,Kerala,212.47,27.99,4.48,sandy,0
2022,1,Thiruvananthapuram,Kerala,53.62,47.16,12.8,sandy,1
2022,2,Thiruvananthapuram,Kerala,130.77,56.95,3.12,sandy,0
2022,3,Thiruvananthapuram,Kerala,132.52,28.54,6.36,sandy,0
2022,4,Thiruvananthapuram,Kerala,106.02,100.92,7.33,sandy,1
2022,5,Thiruvananthapuram,Kerala,20.0,42.97,8.37,sandy,0
2022,6,Thiruvananthapuram,Kerala,387.54,44.63,1.93,sandy,0
2022,7,Thiruvananthapuram,Kerala,404.83,43.01,7.62,sandy,1
2022,8,Thiruvananthapuram,Kerala,20.0,21.51,8.49,sandy,0
2022,9,Thiruvananthapuram,Kerala,122.43,28.61,7.18,sandy,0
2022,10,Thiruvananthapuram,Kerala,212.47,7.65,5.9,sandy,0
2022,11,Thiruvananthapuram,Kerala,255.05,34.63,5.52,sandy,0
2022,12,Thiruvananthapuram,Kerala,179.54,45.83,4.51,sandy,0
2023,1,Thiruvananthapuram,Kerala,141.09,28.63,6.63,sandy,0
2023,2,Thiruvananthapuram,Kerala,20.0,58.55,9.81,sandy,0
2023,3,Thiruvananthapuram,Kerala,49.45,45.78,8.85,sandy,0
2023,4,Thiruvananthapuram,Kerala,170.99,-11.7,6.02,sandy,1
2023,5,Thiruvananthapuram,Kerala,245.24,72.75,9.92,sandy,0
2023,6,Thiruvananthapuram,Kerala,566.9,23.64,9.67,sandy,1
2023,7,Thiruvananthapuram,Kerala,491.12,65.47,6.11,sandy,1
2023,8,Thiruvananthapuram,Kerala,124.43,34.21,8.72,sandy,0
2023,9,Thiruvananthapuram,Kerala,153.06,102.92,5.49,sandy,0
2023,10,Thiruvananthapuram,Kerala,385.23,97.02,9.64,sandy,0
2023,11,Thiruvananthapuram,Kerala,327.29,51.38,8.0,sandy,0
2023,12,Thiruvananthapuram,Kerala,104.68,53.65,11.28,sandy,0
2024,1,Thiruvananthapuram,Kerala,140.77,2.17,5.1,sandy,0
2024,2,Thiruvananthapuram,Kerala,20.0,44.46,12.17,sandy,0
2024,3,Thiruvananthapuram,Kerala,227.42,81.87,10.77,sandy,0
2024,4,Thiruvananthapuram,Kerala,152.7,25.03,5.04,sandy,0
2024,5,Thiruvananthapuram,Kerala,200.92,12.74,8.44,sandy,0
2024,6,Thiruvananthapuram,Kerala,463.01,33.95,2.95,sandy,0
2024,7,Thiruvananthapuram,Kerala,519.48,38.04,9.55,sandy,0
2024,8,Thiruvananthapuram,Kerala,116.31,50.5,3.18,sandy,1
2024,9,Thiruvananthapuram,Kerala,156.59,63.2,5.69,sandy,1
2024,10,Thiruvananthapuram,Kerala,234.96,44.29,9.85,sandy,1
2024,11,Thiruvananthapuram,Kerala,304.28,51.01,10.68,sandy,0
2024,12,Thiruvananthapuram,Kerala,138.11,41.54,10.79,sandy,0
2025,1,Thiruvananthapuram,Kerala,79.98,64.27,8.36,sandy,0
2025,2,Thiruvananthapuram,Kerala,20.0,77.32,8.18,sandy,0
2025,3,Thiruvananthapuram,Kerala,132.91,57.85,7.72,sandy,1
2025,4,Thiruvananthapuram,Kerala,92.85,36.99,5.45,sandy,0
2025,5,Thiruvananthapuram,Kerala,72.84,45.64,8.31,sandy,0
2025,6,Thiruvananthapuram,Kerala,526.88,28.69,7.18,sandy,0
2025,7,Thiruvananthapuram,Kerala,517.04,25.87,8.72,sandy,0
2025,8,Thiruvananthapuram,Kerala,172.88,50.84,6.4,sandy,0
2025,9,Thiruvananthapuram,Kerala,91.61,70.27,6.04,sandy,0
2025,10,Thiruvananthapuram,Kerala,265.41,55.4,12.85,sandy,0
2025,11,Thiruvananthapuram,Kerala,284.31,64.98,11.11,sandy,1
2025,12,Thiruvananthapuram,Kerala,163.26,51.54,11.45,sandy,0
