year,month,place,state,rainfall_mm,rainfall_3day,temperature_c,humidity_percent,elevation_m,soil_type,slope_deg,flood
2023,9,Munnar,Kerala,15.4,7.13,27.4,51.0,1600,Forest Soil,30,0
2024,9,Munnar,Kerala,10.0,2.75,29.7,96.7,1600,Forest Soil,30,0
2025,9,Munnar,Kerala,108.08,27.81,29.3,67.4,1600,Forest Soil,30,0
2015,10,Munnar,Kerala,17.82,6.6,22.8,57.2,1600,Forest Soil,30,0
2016,10,Munnar,Kerala,324.63,116.81,23.5,91.5,1600,Forest Soil,30,1
2017,10,Munnar,Kerala,287.13,72.21,23.3,77.0,1600,Forest Soil,30,1
2018,10,Munnar,Kerala,125.6,57.58,26.8,61.6,1600,Forest Soil,30,0
2019,10,Munnar,Kerala,197.92,66.96,24.2,41.0,1600,Forest Soil,30,0
2020,10,Munnar,Kerala,52.23,14.47,23.3,63.2,1600,Forest Soil,30,0
2021,10,Munnar,Kerala,170.67,49.11,22.7,42.2,1600,Forest Soil,30,0
2022,10,Munnar,Kerala,277.59,138.17,19.3,89.8,1600,Forest Soil,30,1
2023,10,Munnar,Kerala,170.9,45.68,22.5,54.9,1600,Forest Soil,30,0
2024,10,Munnar,Kerala,139.14,39.71,19.9,47.8,1600,Forest Soil,30,0
2025,10,Munnar,Kerala,251.59,82.48,26.8,84.1,1600,Forest Soil,30,1
2015,11,Munnar,Kerala,341.95,100.11,19.9,73.7,1600,Forest Soil,30,1
2016,11,Munnar,Kerala,210.86,45.28,25.2,92.6,1600,Forest Soil,30,1
2017,11,Munnar,Kerala,135.68,37.76,23.6,95.3,1600,Forest Soil,30,1
2018,11,Munnar,Kerala,74.89,32.77,24.5,65.0,1600,Forest Soil,30,0
2019,11,Munnar,Kerala,175.2,71.19,23.5,60.1,1600,Forest Soil,30,0
2020,11,Munnar,Kerala,361.32,130.5,21.3,83.6,1600,Forest Soil,30,1
2021,11,Munnar,Kerala,59.52,21.34,24.7,61.3,1600,Forest Soil,30,0
2022,11,Munnar,Kerala,215.7,89.74,26.7,55.4,1600,Forest Soil,30,0
2023,11,Munnar,Kerala,164.55,75.34,25.2,87.4,1600,Forest Soil,30,1
2024,11,Munnar,Kerala,185.88,56.37,25.3,37.1,1600,Forest Soil,30,0
2025,11,Munnar,Kerala,416.79,146.91,19.5,83.7,1600,Forest Soil,30,1
2015,12,Munnar,Kerala,10.0,4.46,29.0,59.4,1600,Forest Soil,30,0
2016,12,Munnar,Kerala,243.4,100.93,27.2,78.2,1600,Forest Soil,30,1
2017,12,Munnar,Kerala,253.42,123.58,28.9,54.3,1600,Forest Soil,30,0
2018,12,Munnar,Kerala,274.79,101.45,29.1,63.0,1600,Forest Soil,30,0
2019,12,Munnar,Kerala,111.53,54.68,26.8,36.4,1600,Forest Soil,30,0
2020,12,Munnar,Kerala,173.56,76.22,28.3,71.1,1600,Forest Soil,30,0
2021,12,Munnar,Kerala,10.0,2.65,25.0,68.7,1600,Forest Soil,30,0
2022,12,Munnar,Kerala,214.77,74.72,29.9,56.3,1600,Forest Soil,30,0
2023,12,Munnar,Kerala,215.19,86.4,29.0,79.0,1600,Forest Soil,30,0
2024,12,Munnar,Kerala,441.86,201.6,26.1,85.0,1600,Forest Soil,30,1
2025,12,Munnar,Kerala,186.71,92.12,29.6,67.4,1600,Forest Soil,30,0
2015,1,Darjeeling,West Bengal,256.91,53.21,22.7,43.9,2045,Mountain Soil,35,0
2016,1,Darjeeling,West Bengal,60.16,19.09,24.9,63.4,2045,Mountain Soil,35,0
2017,1,Darjeeling,West Bengal,100.54,48.35,22.9,20.0,2045,Mountain Soil,35,0
2018,1,Darjeeling,West Bengal,125.47,61.18,23.4,44.4,2045,Mountain Soil,35,0
2019,1,Darjeeling,West Bengal,213.29,84.91,21.2,95.5,2045,Mountain Soil,35,1
2020,1,Darjeeling,West Bengal,20.24,5.5,28.6,67.0,2045,Mountain Soil,35,0
2021,1,Darjeeling,West Bengal,193.24,57.9,28.8,43.7,2045,Mountain Soil,35,0
2022,1,Darjeeling,West Bengal,234.7,82.02,28.8,46.0,2045,Mountain Soil,35,0
2023,1,Darjeeling,West Bengal,137.25,27.58,24.5,49.1,2045,Mountain Soil,35,0
2024,1,Darjeeling,West Bengal,245.7,95.27,25.8,59.3,2045,Mountain Soil,35,0
2025,1,Darjeeling,West Bengal,157.85,73.33,22.8,71.3,2045,Mountain Soil,35,0
2015,2,Darjeeling,West Bengal,103.68,51.01,25.6,70.8,2045,Mountain Soil,35,0
2016,2,Darjeeling,West Bengal,10.0,3.22,27.1,51.6,2045,Mountain Soil,35,0
2017,2,Darjeeling,West Bengal,200.61,40.69,22.3,88.9,2045,Mountain Soil,35,1
2018,2,Darjeeling,West Bengal,54.81,22.0,27.7,41.4,2045,Mountain Soil,35,0
2019,2,Darjeeling,West Bengal,162.11,80.71,27.5,67.0,2045,Mountain Soil,35,0
2020,2,Darjeeling,West Bengal,118.59,50.03,25.1,55.5,2045,Mountain Soil,35,0
2021,2,Darjeeling,West Bengal,161.77,76.84,24.7,65.9,2045,Mountain Soil,35,0
2022,2,Darjeeling,West Bengal,93.3,38.64,23.8,59.0,2045,Mountain Soil,35,0
2023,2,Darjeeling,West Bengal,61.24,17.5,24.2,51.3,2045,Mountain Soil,35,0
2024,2,Darjeeling,West Bengal,10.0,4.62,22.3,71.6,2045,Mountain Soil,35,0
2025,2,Darjeeling,West Bengal,102.43,34.72,23.9,79.3,2045,Mountain Soil,35,0
2015,3,Darjeeling,West Bengal,316.91,100.23,25.3,79.5,2045,Mountain Soil,35,1
2016,3,Darjeeling,West Bengal,84.1,18.89,26.6,59.8,2045,Mountain Soil,35,0
2017,3,Darjeeling,West Bengal,201.47,82.53,25.7,28.1,2045,Mountain Soil,35,0
2018,3,Darjeeling,West Bengal,103.6,25.49,25.9,85.3,2045,Mountain Soil,35,0
2019,3,Darjeeling,West Bengal,256.26,95.47,25.9,47.3,2045,Mountain Soil,35,0
2020,3,Darjeeling,West Bengal,189.67,83.98,23.7,37.4,2045,Mountain Soil,35,0
2021,3,Darjeeling,West Bengal,384.51,179.88,26.2,81.5,2045,Mountain Soil,35,1
2022,3,Darjeeling,West Bengal,119.02,54.93,25.8,75.4,2045,Mountain Soil,35,0
2023,3,Darjeeling,West Bengal,10.0,3.87,27.9,57.8,2045,Mountain Soil,35,0
2024,3,Darjeeling,West Bengal,65.6,23.44,22.9,72.1,2045,Mountain Soil,35,0
2025,3,Darjeeling,West Bengal,356.27,99.56,23.7,96.9,2045,Mountain Soil,35,1
2015,4,Darjeeling,West Bengal,10.0,3.95,26.4,80.5,2045,Mountain Soil,35,0
2016,4,Darjeeling,West Bengal,91.25,29.67,28.1,79.8,2045,Mountain Soil,35,0
2017,4,Darjeeling,West Bengal,15.96,4.55,27.2,68.4,2045,Mountain Soil,35,0
2018,4,Darjeeling,West Bengal,318.91,88.61,28.7,96.3,2045,Mountain Soil,35,1
2019,4,Darjeeling,West Bengal,95.02,37.52,28.5,51.4,2045,Mountain Soil,35,0
2020,4,Darjeeling,West Bengal,193.12,84.76,25.7,49.1,2045,Mountain Soil,35,0
2021,4,Darjeeling,West Bengal,47.67,17.4,21.5,61.6,2045,Mountain Soil,35,0
2022,4,Darjeeling,West Bengal,93.73,40.95,25.3,58.2,2045,Mountain Soil,35,0
2023,4,Darjeeling,West Bengal,115.77,39.2,27.8,60.0,2045,Mountain Soil,35,0
2024,4,Darjeeling,West Bengal,159.94,57.99,22.2,90.6,2045,Mountain Soil,35,0
2025,4,Darjeeling,West Bengal,128.45,60.01,21.7,47.4,2045,Mountain Soil,35,0
2015,5,Darjeeling,West Bengal,10.0,4.17,26.8,46.8,2045,Mountain Soil,35,0
2016,5,Darjeeling,West Bengal,153.08,54.93,22.9,65.2,2045,Mountain Soil,35,0
2017,5,Darjeeling,West Bengal,111.94,40.3,25.0,74.2,2045,Mountain Soil,35,0
2018,5,Darjeeling,West Bengal,98.47,48.55,22.1,34.6,2045,Mountain Soil,35,0
2019,5,Darjeeling,West Bengal,377.5,93.3,21.6,73.9,2045,Mountain Soil,35,1
2020,5,Darjeeling,West Bengal,10.0,2.38,22.5,50.2,2045,Mountain Soil,35,0
2021,5,Darjeeling,West Bengal,33.85,16.77,25.6,65.6,2045,Mountain Soil,35,0
2022,5,Darjeeling,West Bengal,10.0,4.11,25.1,42.3,2045,Mountain Soil,35,0
2023,5,Darjeeling,West Bengal,149.49,66.93,25.4,42.9,2045,Mountain Soil,35,0
2024,5,Darjeeling,West Bengal,488.99,230.5,25.2,80.7,2045,Mountain Soil,35,0
2025,5,Darjeeling,West Bengal,120.45,59.88,21.7,48.0,2045,Mountain Soil,35,0
2015,6,Darjeeling,West Bengal,238.65,78.97,24.2,36.0,2045,Mountain Soil,35,0
2016,6,Darjeeling,West Bengal,153.21,40.45,19.3,54.3,2045,Mountain Soil,35,0
2017,6,Darjeeling,West Bengal,10.0,4.02,21.0,52.7,2045,Mountain Soil,35,0
2018,6,Darjeeling,West Bengal,10.0,4.1,19.1,98.5,2045,Mountain Soil,35,1
2019,6,Darjeeling,West Bengal,211.91,62.91,22.9,77.1,2045,Mountain Soil,35,1
2020,6,Darjeeling,West Bengal,301.62,94.91,22.1,69.8,2045,Mountain Soil,35,1
2021,6,Darjeeling,West Bengal,247.23,98.42,19.6,96.1,2045,Mountain Soil,35,1
2022,6,Darjeeling,West Bengal,358.57,111.0,22.4,74.5,2045,Mountain Soil,35,1
2023,6,Darjeeling,West Bengal,117.47,56.89,24.4,52.2,2045,Mountain Soil,35,0
2024,6,Darjeeling,West Bengal,110.16,37.87,25.8,62.1,2045,Mountain Soil,35,0
2025,6,Darjeeling,West Bengal,168.98,73.77,19.2,87.6,2045,Mountain Soil,35,1
2015,7,Darjeeling,West Bengal,77.78,37.04,23.3,77.3,2045,Mountain Soil,35,0
2016,7,Darjeeling,West Bengal,380.78,129.28,25.7,82.6,2045,Mountain Soil,35,1
2017,7,Darjeeling,West Bengal,234.55,72.98,21.8,77.6,2045,Mountain Soil,35,1
2018,7,Darjeeling,West Bengal,410.57,82.83,18.8,69.6,2045,Mountain Soil,35,1
2019,7,Darjeeling,West Bengal,404.1,110.68,23.5,85.2,2045,Mountain Soil,35,1
2020,7,Darjeeling,West Bengal,10.0,3.23,22.9,71.0,2045,Mountain Soil,35,0
2021,7,Darjeeling,West Bengal,158.21,62.05,24.4,55.3,2045,Mountain Soil,35,0
2022,7,Darjeeling,West Bengal,68.3,21.65,24.8,63.2,2045,Mountain Soil,35,0
2023,7,Darjeeling,West Bengal,81.93,17.04,22.2,90.1,2045,Mountain Soil,35,1
2024,7,Darjeeling,West Bengal,295.33,144.23,19.4,58.0,2045,Mountain Soil,35,0
2025,7,Darjeeling,West Bengal,398.65,156.33,17.9,79.6,2045,Mountain Soil,35,1
2015,8,Darjeeling,West Bengal,162.62,42.48,18.0,64.4,2045,Mountain Soil,35,0
2016,8,Darjeeling,West Bengal,256.92,115.33,18.4,71.1,2045,Mountain Soil,35,1
2017,8,Darjeeling,West Bengal,392.14,133.68,25.4,100.0,2045,Mountain Soil,35,1
2018,8,Darjeeling,West Bengal,113.91,49.65,18.5,51.7,2045,Mountain Soil,35,0
2019,8,Darjeeling,West Bengal,406.87,103.27,20.4,90.9,2045,Mountain Soil,35,1
2020,8,Darjeeling,West Bengal,250.2,51.99,19.4,73.2,2045,Mountain Soil,35,1
2021,8,Darjeeling,West Bengal,337.47,112.88,24.7,80.1,2045,Mountain Soil,35,1
2022,8,Darjeeling,West Bengal,82.99,34.64,22.4,65.5,2045,Mountain Soil,35,0
2023,8,Darjeeling,West Bengal,327.92,85.1,20.7,86.9,2045,Mountain Soil,35,1
2024,8,Darjeeling,West Bengal,314.68,151.67,21.2,95.5,2045,Mountain Soil,35,1
2025,8,Darjeeling,West Bengal,544.01,206.33,25.7,85.9,2045,Mountain Soil,35,1
2015,9,Darjeeling,West Bengal,104.53,41.35,25.2,74.2,2045,Mountain Soil,35,0
2016,9,Darjeeling,West Bengal,209.49,70.08,23.9,41.5,2045,Mountain Soil,35,0
2017,9,Darjeeling,West Bengal,134.12,32.42,23.9,39.0,2045,Mountain Soil,35,0
2018,9,Darjeeling,West Bengal,93.66,36.49,19.9,44.8,2045,Mountain Soil,35,0
2019,9,Darjeeling,West Bengal,474.33,137.93,23.2,97.0,2045,Mountain Soil,35,1
2020,9,Darjeeling,West Bengal,382.5,137.91,22.5,86.0,2045,Mountain Soil,35,1
2021,9,Darjeeling,West Bengal,313.16,71.35,24.6,81.8,2045,Mountain Soil,35,1
2022,9,Darjeeling,West Bengal,143.05,65.51,25.0,95.1,2045,Mountain Soil,35,1
2023,9,Darjeeling,West Bengal,267.76,116.8,23.3,35.5,2045,Mountain Soil,35,0
2024,9,Darjeeling,West Bengal,363.12,163.25,20.1,85.8,2045,Mountain Soil,35,1
2025,9,Darjeeling,West Bengal,10.0,2.5,24.8,63.6,2045,Mountain Soil,35,0
2015,10,Darjeeling,West Bengal,97.75,21.33,21.5,40.4,2045,Mountain Soil,35,0
2016,10,Darjeeling,West Bengal,235.41,115.82,27.3,37.8,2045,Mountain Soil,35,0
2017,10,Darjeeling,West Bengal,191.95,81.14,23.1,60.0,2045,Mountain Soil,35,0
2018,10,Darjeeling,West Bengal,143.83,58.88,27.3,44.9,2045,Mountain Soil,35,0
2019,10,Darjeeling,West Bengal,74.18,35.3,26.9,42.0,2045,Mountain Soil,35,0
2020,10,Darjeeling,West Bengal,266.84,102.79,21.2,64.8,2045,Mountain Soil,35,0
2021,10,Darjeeling,West Bengal,188.43,84.2,23.6,88.2,2045,Mountain Soil,35,1
2022,10,Darjeeling,West Bengal,209.94,47.42,22.5,67.9,2045,Mountain Soil,35,0
2023,10,Darjeeling,West Bengal,80.5,16.59,27.2,55.2,2045,Mountain Soil,35,0
2024,10,Darjeeling,West Bengal,10.0,2.37,24.5,59.3,2045,Mountain Soil,35,0
2025,10,Darjeeling,West Bengal,10.0,4.27,24.7,61.6,2045,Mountain Soil,35,0
2015,11,Darjeeling,West Bengal,57.59,26.6,22.0,70.7,2045,Mountain Soil,35,0
2016,11,Darjeeling,West Bengal,91.72,24.17,23.3,72.0,2045,Mountain Soil,35,0
2017,11,Darjeeling,West Bengal,330.72,148.32,28.5,88.8,2045,Mountain Soil,35,1
2018,11,Darjeeling,West Bengal,56.12,23.49,23.1,91.3,2045,Mountain Soil,35,0
2019,11,Darjeeling,West Bengal,361.0,146.12,25.6,72.9,2045,Mountain Soil,35,1
2020,11,Darjeeling,West Bengal,145.35,36.13,24.8,63.9,2045,Mountain Soil,35,0
2021,11,Darjeeling,West Bengal,161.75,41.68,24.2,45.1,2045,Mountain Soil,35,0
2022,11,Darjeeling,West Bengal,129.37,38.76,23.9,89.5,2045,Mountain Soil,35,0
2023,11,Darjeeling,West Bengal,164.63,40.14,27.4,58.7,2045,Mountain Soil,35,0
2024,11,Darjeeling,West Bengal,10.0,3.88,21.9,30.2,2045,Mountain Soil,35,0
2025,11,Darjeeling,West Bengal,105.44,36.08,27.2,57.0,2045,Mountain Soil,35,0
2015,12,Darjeeling,West Bengal,95.3,32.55,24.7,80.2,2045,Mountain Soil,35,1
2016,12,Darjeeling,West Bengal,160.72,71.47,24.2,78.8,2045,Mountain Soil,35,0
2017,12,Darjeeling,West Bengal,60.59,12.78,23.5,45.1,2045,Mountain Soil,35,0
2018,12,Darjeeling,West Bengal,178.46,72.67,21.9,72.1,2045,Mountain Soil,35,0
2019,12,Darjeeling,West Bengal,183.56,49.67,22.3,59.4,2045,Mountain Soil,35,0
2020,12,Darjeeling,West Bengal,204.2,82.75,23.7,66.7,2045,Mountain Soil,35,0
2021,12,Darjeeling,West Bengal,223.33,48.82,24.1,71.6,2045,Mountain Soil,35,0
2022,12,Darjeeling,West Bengal,118.28,42.34,23.8,54.5,2045,Mountain Soil,35,0
2023,12,Darjeeling,West Bengal,93.66,24.93,24.4,77.9,2045,Mountain Soil,35,0
2024,12,Darjeeling,West Bengal,251.09,70.07,24.1,57.5,2045,Mountain Soil,35,0
2025,12,Darjeeling,West Bengal,109.77,38.21,28.0,40.9,2045,Mountain Soil,35,0
2015,1,Gangtok,Sikkim,208.6,67.75,24.9,79.5,1650,Mountain Soil,30,0
2016,1,Gangtok,Sikkim,10.0,3.02,22.2,61.2,1650,Mountain Soil,30,0
2017,1,Gangtok,Sikkim,193.21,80.91,27.1,63.3,1650,Mountain Soil,30,0
2018,1,Gangtok,Sikkim,191.35,59.81,27.6,53.1,1650,Mountain Soil,30,0
2019,1,Gangtok,Sikkim,98.84,41.57,22.8,80.5,1650,Mountain Soil,30,0
2020,1,Gangtok,Sikkim,201.81,97.98,23.2,77.8,1650,Mountain Soil,30,0
2021,1,Gangtok,Sikkim,212.13,84.01,25.5,43.9,1650,Mountain Soil,30,0
2022,1,Gangtok,Sikkim,295.03,117.62,27.6,73.8,1650,Mountain Soil,30,1
2023,1,Gangtok,Sikkim,63.9,15.87,24.7,53.0,1650,Mountain Soil,30,0
2024,1,Gangtok,Sikkim,10.0,2.82,25.7,72.2,1650,Mountain Soil,30,0
2025,1,Gangtok,Sikkim,463.81,191.69,23.6,67.8,1650,Mountain Soil,30,1
2015,2,Gangtok,Sikkim,410.55,203.45,24.6,62.8,1650,Mountain Soil,30,0
2016,2,Gangtok,Sikkim,182.6,88.82,27.0,83.1,1650,Mountain Soil,30,0
2017,2,Gangtok,Sikkim,143.03,56.51,23.2,49.9,1650,Mountain Soil,30,0
2018,2,Gangtok,Sikkim,27.95,8.52,23.3,52.7,1650,Mountain Soil,30,0
2019,2,Gangtok,Sikkim,18.03,6.92,22.8,50.9,1650,Mountain Soil,30,0
2020,2,Gangtok,Sikkim,153.67,45.98,22.4,100.0,1650,Mountain Soil,30,1
2021,2,Gangtok,Sikkim,60.19,24.42,25.4,61.6,1650,Mountain Soil,30,0
2022,2,Gangtok,Sikkim,349.45,78.42,28.2,52.3,1650,Mountain Soil,30,0
2023,2,Gangtok,Sikkim,166.14,77.59,23.2,54.1,1650,Mountain Soil,30,0
2024,2,Gangtok,Sikkim,407.47,120.91,26.6,90.7,1650,Mountain Soil,30,1
2025,2,Gangtok,Sikkim,38.87,15.94,26.2,51.6,1650,Mountain Soil,30,0
2015,3,Gangtok,Sikkim,156.38,52.86,27.6,25.9,1650,Mountain Soil,30,1
2016,3,Gangtok,Sikkim,255.7,122.71,29.2,21.7,1650,Mountain Soil,30,0
2017,3,Gangtok,Sikkim,183.68,73.28,26.3,55.0,1650,Mountain Soil,30,0
2018,3,Gangtok,Sikkim,124.82,44.27,28.8,54.5,1650,Mountain Soil,30,0
2019,3,Gangtok,Sikkim,183.81,83.64,24.5,58.9,1650,Mountain Soil,30,0
2020,3,Gangtok,Sikkim,137.7,44.63,29.2,59.3,1650,Mountain Soil,30,0
2021,3,Gangtok,Sikkim,181.31,68.89,26.5,57.3,1650,Mountain Soil,30,0
2022,3,Gangtok,Sikkim,168.71,62.93,27.4,53.6,1650,Mountain Soil,30,0
2023,3,Gangtok,Sikkim,163.18,41.23,25.2,66.3,1650,Mountain Soil,30,0
2024,3,Gangtok,Sikkim,194.09,72.3,23.9,34.9,1650,Mountain Soil,30,0
2025,3,Gangtok,Sikkim,214.34,91.63,23.7,79.6,1650,Mountain Soil,30,0
2015,4,Gangtok,Sikkim,11.5,4.22,27.6,75.1,1650,Mountain Soil,30,0
2016,4,Gangtok,Sikkim,92.25,20.48,26.9,65.3,1650,Mountain Soil,30,0
2017,4,Gangtok,Sikkim,80.55,28.77,22.9,76.3,1650,Mountain Soil,30,0
2018,4,Gangtok,Sikkim,153.75,32.91,28.1,76.1,1650,Mountain Soil,30,0
2019,4,Gangtok,Sikkim,159.08,65.06,26.4,62.1,1650,Mountain Soil,30,0
2020,4,Gangtok,Sikkim,259.72,74.93,25.3,80.6,1650,Mountain Soil,30,1
2021,4,Gangtok,Sikkim,42.65,17.48,28.3,51.8,1650,Mountain Soil,30,0
2022,4,Gangtok,Sikkim,96.86,29.19,23.5,74.6,1650,Mountain Soil,30,0
2023,4,Gangtok,Sikkim,223.06,103.0,23.9,49.6,1650,Mountain Soil,30,0
2024,4,Gangtok,Sikkim,10.0,3.87,24.3,35.5,1650,Mountain Soil,30,0
2025,4,Gangtok,Sikkim,347.42,131.68,26.9,66.8,1650,Mountain Soil,30,0
2015,5,Gangtok,Sikkim,248.14,105.14,19.8,81.6,1650,Mountain Soil,30,1
2016,5,Gangtok,Sikkim,331.85,110.44,25.2,85.8,1650,Mountain Soil,30,1
2017,5,Gangtok,Sikkim,175.35,45.95,19.2,80.0,1650,Mountain Soil,30,1
2018,5,Gangtok,Sikkim,166.56,68.45,23.4,69.3,1650,Mountain Soil,30,0
2019,5,Gangtok,Sikkim,10.0,4.52,20.8,69.2,1650,Mountain Soil,30,0
2020,5,Gangtok,Sikkim,276.75,127.51,21.8,83.7,1650,Mountain Soil,30,1
2021,5,Gangtok,Sikkim,56.18,14.01,26.5,68.3,1650,Mountain Soil,30,0
2022,5,Gangtok,Sikkim,64.81,16.38,19.8,60.1,1650,Mountain Soil,30,0
2023,5,Gangtok,Sikkim,10.0,4.75,19.5,67.2,1650,Mountain Soil,30,0
2024,5,Gangtok,Sikkim,278.64,138.19,19.3,75.4,1650,Mountain Soil,30,0
2025,5,Gangtok,Sikkim,516.4,254.06,21.0,80.9,1650,Mountain Soil,30,1
2015,6,Gangtok,Sikkim,114.81,27.39,22.6,72.2,1650,Mountain Soil,30,0
2016,6,Gangtok,Sikkim,174.96,65.2,26.7,65.1,1650,Mountain Soil,30,0
2017,6,Gangtok,Sikkim,233.9,84.75,26.6,63.6,1650,Mountain Soil,30,0
2018,6,Gangtok,Sikkim,83.72,19.22,21.7,44.5,1650,Mountain Soil,30,0
2019,6,Gangtok,Sikkim,264.16,66.02,24.9,90.9,1650,Mountain Soil,30,1
2020,6,Gangtok,Sikkim,332.38,129.77,24.6,88.6,1650,Mountain Soil,30,1
2021,6,Gangtok,Sikkim,345.67,123.5,22.9,95.6,1650,Mountain Soil,30,1
2022,6,Gangtok,Sikkim,144.91,35.5,20.2,49.7,1650,Mountain Soil,30,0
2023,6,Gangtok,Sikkim,133.27,40.33,20.1,81.4,1650,Mountain Soil,30,1
2024,6,Gangtok,Sikkim,181.35,60.2,26.5,69.6,1650,Mountain Soil,30,0
2025,6,Gangtok,Sikkim,183.72,79.21,22.9,35.4,1650,Mountain Soil,30,0
2015,7,Gangtok,Sikkim,182.79,71.34,24.2,64.9,1650,Mountain Soil,30,0
2016,7,Gangtok,Sikkim,214.37,72.74,21.0,79.9,1650,Mountain Soil,30,0
2017,7,Gangtok,Sikkim,58.8,23.72,26.0,53.6,1650,Mountain Soil,30,0
2018,7,Gangtok,Sikkim,39.05,10.31,23.1,90.4,1650,Mountain Soil,30,1
2019,7,Gangtok,Sikkim,115.72,28.83,22.4,92.9,1650,Mountain Soil,30,0
2020,7,Gangtok,Sikkim,292.51,109.59,23.3,81.3,1650,Mountain Soil,30,1
2021,7,Gangtok,Sikkim,204.32,43.94,19.6,60.6,1650,Mountain Soil,30,0
2022,7,Gangtok,Sikkim,74.1,35.41,20.2,84.0,1650,Mountain Soil,30,0
2023,7,Gangtok,Sikkim,296.07,67.12,20.8,84.3,1650,Mountain Soil,30,1
2024,7,Gangtok,Sikkim,272.71,112.44,26.5,76.9,1650,Mountain Soil,30,1
2025,7,Gangtok,Sikkim,441.98,124.21,25.5,87.6,1650,Mountain Soil,30,1
2015,8,Gangtok,Sikkim,469.81,230.64,25.8,73.9,1650,Mountain Soil,30,1
2016,8,Gangtok,Sikkim,62.87,20.44,19.8,73.6,1650,Mountain Soil,30,1
2017,8,Gangtok,Sikkim,139.75,57.23,26.1,54.2,1650,Mountain Soil,30,0
2018,8,Gangtok,Sikkim,44.83,12.08,21.0,51.6,1650,Mountain Soil,30,0
2019,8,Gangtok,Sikkim,275.2,109.52,20.6,82.0,1650,Mountain Soil,30,1
2020,8,Gangtok,Sikkim,150.55,57.28,23.8,74.2,1650,Mountain Soil,30,1
2021,8,Gangtok,Sikkim,266.05,91.77,20.7,50.7,1650,Mountain Soil,30,0
2022,8,Gangtok,Sikkim,42.47,13.26,20.0,63.6,1650,Mountain Soil,30,0
2023,8,Gangtok,Sikkim,37.15,8.51,26.6,43.3,1650,Mountain Soil,30,0
2024,8,Gangtok,Sikkim,228.49,49.9,25.9,49.1,1650,Mountain Soil,30,0
2025,8,Gangtok,Sikkim,10.0,3.24,20.6,73.3,1650,Mountain Soil,30,0
2015,9,Gangtok,Sikkim,266.6,56.53,21.6,71.6,1650,Mountain Soil,30,1
2016,9,Gangtok,Sikkim,191.63,86.11,20.3,87.0,1650,Mountain Soil,30,1
2017,9,Gangtok,Sikkim,46.1,21.81,26.4,82.6,1650,Mountain Soil,30,0
2018,9,Gangtok,Sikkim,252.44,58.56,26.7,85.3,1650,Mountain Soil,30,1
2019,9,Gangtok,Sikkim,106.64,39.19,24.2,60.7,1650,Mountain Soil,30,0
2020,9,Gangtok,Sikkim,182.6,46.51,26.0,62.4,1650,Mountain Soil,30,0
2021,9,Gangtok,Sikkim,184.89,77.12,19.1,89.4,1650,Mountain Soil,30,1
2022,9,Gangtok,Sikkim,295.01,97.22,25.2,84.2,1650,Mountain Soil,30,1
2023,9,Gangtok,Sikkim,60.2,12.39,20.2,42.8,1650,Mountain Soil,30,0
2024,9,Gangtok,Sikkim,32.42,9.67,24.1,32.2,1650,Mountain Soil,30,0
2025,9,Gangtok,Sikkim,185.34,76.64,23.1,77.2,1650,Mountain Soil,30,0
2015,10,Gangtok,Sikkim,173.09,61.93,27.4,98.1,1650,Mountain Soil,30,1
2016,10,Gangtok,Sikkim,116.51,54.47,23.1,59.3,1650,Mountain Soil,30,0
2017,10,Gangtok,Sikkim,341.45,112.86,22.6,79.2,1650,Mountain Soil,30,1
2018,10,Gangtok,Sikkim,120.24,54.71,22.3,58.0,1650,Mountain Soil,30,0
2019,10,Gangtok,Sikkim,10.0,4.36,25.1,50.0,1650,Mountain Soil,30,0
2020,10,Gangtok,Sikkim,247.94,119.95,28.5,62.5,1650,Mountain Soil,30,0
2021,10,Gangtok,Sikkim,118.24,26.76,22.9,38.5,1650,Mountain Soil,30,0
2022,10,Gangtok,Sikkim,153.52,49.61,28.8,43.8,1650,Mountain Soil,30,0
2023,10,Gangtok,Sikkim,38.44,8.33,25.3,72.6,1650,Mountain Soil,30,0
2024,10,Gangtok,Sikkim,156.64,52.15,23.3,90.2,1650,Mountain Soil,30,1
2025,10,Gangtok,Sikkim,10.0,2.82,27.3,56.7,1650,Mountain Soil,30,0
2015,11,Gangtok,Sikkim,29.36,5.89,24.8,66.1,1650,Mountain Soil,30,0
2016,11,Gangtok,Sikkim,62.87,16.38,24.8,55.6,1650,Mountain Soil,30,0
2017,11,Gangtok,Sikkim,192.67,77.35,23.3,95.0,1650,Mountain Soil,30,0
2018,11,Gangtok,Sikkim,476.11,238.01,22.0,76.9,1650,Mountain Soil,30,1
2019,11,Gangtok,Sikkim,196.63,61.59,24.8,68.3,1650,Mountain Soil,30,0
2020,11,Gangtok,Sikkim,48.29,13.35,24.4,47.8,1650,Mountain Soil,30,0
2021,11,Gangtok,Sikkim,20.02,5.41,22.3,57.9,1650,Mountain Soil,30,0
2022,11,Gangtok,Sikkim,100.86,34.78,23.4,78.3,1650,Mountain Soil,30,0
2023,11,Gangtok,Sikkim,299.82,66.36,25.4,76.9,1650,Mountain Soil,30,1
2024,11,Gangtok,Sikkim,186.15,78.15,24.0,84.8,1650,Mountain Soil,30,0
2025,11,Gangtok,Sikkim,51.12,14.58,23.4,24.9,1650,Mountain Soil,30,0
